68,What is the name of the agent?,What is the name of the agent?,Valorant/Breach.mp4,0,0
69,What is the name of the agent?,What is the name of the agent?,Valorant/chamber.mp4,0,0
70,What is the name of the agent?,What is the name of the agent?,Valorant/Cypher.mp4,0,0
71,What is the name of the agent?,What is the name of the agent?,Valorant/Jettascent.mp4,0,0
72,What is the name of the agent?,What is the name of the agent?,Valorant/Killjoy.mp4,0,0
73,What is the name of the agent?,What is the name of the agent?,Valorant/NeonFracture.mp4,0,0
74,What is the name of the agent?,What is the name of the agent?,Valorant/raze.mp4,0,0
75,What is the name of the agent?,What is the name of the agent?,Valorant/Sage.mp4,0,0
76,What is the name of the agent?,What is the name of the agent?,Valorant/SovaIcebox.mp4,0,0
77,What is the name of the agent?,What is the name of the agent?,Valorant/Viperbind.mp4,0,0
